,Country Name,2016,2017,2018,2019,2020
134,Latin America & Caribbean,50.04021835,51.41577148,52.19689178,53.1318512,54.42301941
136,Low income,9.078559875,9.088060379,9.116120338,9.148039818,9.252699852
138,Sri Lanka,18.83810997,18.9611702,19.63023949,21.12770081,21.61236954
139,Lower middle income,24.98018074,25.22126007,25.40483093,26.11603928,26.61288071
140,Low & middle income,31.81088066,32.22472,32.66172028,33.64041138,34.78401184
141,Lesotho,10.19626045,10.76224995,10.19626045,3.04585877904878,3.04585877904878
143,Lithuania,71.11852264,72.41745758,73.7303009,72.00897217,70.78690338
144,Luxembourg,19.56393051,19.15176964,18.59046936,18.43000031,19.19842911
145,Latvia,80.60481262,88.05742645,93.02448273,94.86453247,94.51083374
148,Morocco,31.9865799,33.78467941,35.93592834,38.54533005,40.62208176
150,Moldova,52.87162018,54.73007965,55.77304077,56.27151108,57.97578049
151,Madagascar,4.825500011,5.284530163,5.350490093,3.0867359764042552,5.527210236
152,Maldives,16.597325174333335,31.22359085,16.597325174333335,34.12194061,16.597325174333335
153,Middle East & North Africa,40.63132858,40.96894073,41.30638123,41.36656189,40.96601105
154,Mexico,38.43338013,40.22895813,41.52280045,42.83069992,44.80858994
157,North Macedonia,27.170447636249996,42.45998001,43.11650085,42.14403915,43.01728821
158,Mali,3.778446436,4.305306911,5.135725021,4.904735565,2.3722516396923075
162,Montenegro,56.84529114,58.18561935,56.08097076,54.17481995,55.52653885
163,Mongolia,60.64119339,60.72265625,59.94929886,64.47367859,66.60564423
165,Mozambique,7.243690014,7.122710228,7.312550068,2.218115726142857,2.218115726142857
166,Mauritania,5.352479935,4.999120235,5.002089977,5.763249874,5.874619961
167,Mauritius,38.84852982,40.59603882,41.5999794,44.39152908,44.26018906
169,Malaysia,46.76209641,43.71518326,45.1253891,43.06160736,42.56721497
171,Namibia,22.05948067,22.88816071,24.10160065,26.63595963,27.25959969
173,Niger,3.506419897,3.732899904,4.414350033,4.228240013,4.373439789
174,Nigeria,5.070202996130434,11.85963917,12.10081959,5.070202996130434,5.070202996130434
175,Nicaragua,19.62689018,11.062104194225805,21.32910919,19.56018066,11.062104194225805
176,Netherlands,80.36483765,84.98045349,87.09784698,47.739507462666666,92.01217651
177,Norway,80.54653931,81.99234772,83.01725769,83.23069,84.44367218
178,Nepal,11.62351036,11.59123039,12.41086006,13.32682991,14.21950722
184,Pakistan,9.032739639,9.348919868,8.9584198,12.22064018,5.03581101440625
