,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
195,Togo,TGO,,,,,,,,,,,,,,,,,,,,,118.2692308,122.7272727,125,126.3157895,136.4864865,138.028169,136.5853659,130.4347826,133.3333333,130.9278351,133.3333333,124.7619048,127.5229358,90.47619048,95.04950495,99.12280702,92.37288136,100,114.8514851,114.1414141,100,37.7125846,30.43680856,24.35044167,29.51131519,21.396719,96.16521015,100.9691841,114.2999918,110.3753563,112.1920624,117.2936985,117.5542836,111.0946678,108.8791237,113.1393194,118.9576091,116.4177485,117.1884755,115.2893286,118.5750166,
193,Thailand,THA,,,,,,,,,,,,,,,,,,,,,151.5625,132.3943662,120.2898551,129.2307692,126.5625,118.0327869,130.5084746,129.2307692,127.3972603,122.0779221,118.5185185,117.6470588,120,119.7674419,121.5909091,116,114.4144144,115.0943396,108.1632653,107.3684211,100,92.01550673,92.06180704,94.17322733,95.85947356,96.6995546,95.62520429,95.93288288,94.06583669,98.77008352,99.03873718,94.24861269,92.93948688,94.47991028,94.3951336,100.5846212,103.0448118,101.2758758,99.10276784,99.18050384,102.3561776,
191,Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,95.91056177,94.67871142,100.1534024,101.5557851,96.20255266,107.0139812,102.1691861,96.00639834,82.80100616,99.47722146,100.9310269,85.31024373,83.74323765,82.69490688,83.34620088,89.56031337,99.93482894,99.89072094,93.70935578,92.71663683,
198,Tunisia,TUN,,,,,,,,,,,,,,,,,,,,,123.5955056,119.2771084,118.4210526,112.5,112.8571429,111.4285714,116,116.25,119.047619,117.8571429,109.1836735,104.040404,97.19626168,95.09803922,93.33333333,95.79831933,99.16666667,96.46017699,96.42857143,97.27272727,100,101.1932498,104.2569551,114.1360689,118.4873608,117.8704647,115.5755517,119.7756026,123.0412887,117.2001417,112.856488,112.7946423,108.3835049,113.5096329,113.4231211,104.2863638,105.8534176,101.748724,100.6849414,100.2620313,103.6933267,
192,Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3773585,127.7777778,120,107.4468085,111.4583333,98,100,107.8431373,97.97979798,95.28301887,98.68421053,98.4,99.08256881,100,98.52552369,99.73644163,101.3757002,102.525278,101.2259354,115.7136625,118.0521816,119.3023704,134.0091411,147.8594023,156.621748,155.3311346,145.9900562,142.4383904,160.2160278,172.3805639,168.8977737,164.8609251,174.1552657,200.3124932,
203,Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,165.2173913,247.1698113,295.6989247,315.625,295.2380952,191.7159763,191.6129032,183.0769231,145.6896552,133.9622642,120.3883495,113.4615385,131.4285714,197.1698113,157.6576577,156,139,120.6185567,100,92.55979272,95.05094185,95.39823544,93.39770312,95.62195161,96.39151994,98.47511798,100.65345,107.5560509,113.7910591,120.8871524,111.3386084,107.0051282,113.7077954,115.9482861,122.9386031,119.5244323,112.0718593,116.4401777,125.1415846,
204,Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,97.64620833,104.6207443,104.3452839,111.1255516,107.111332,103.868558,111.1732994,111.3543634,95.89575768,102.3104612,106.5521884,94.85271948,94.5718131,91.20455628,83.58724924,83.41383171,84.80406224,84.42648404,84.34222607,88.57627357,
208,Uruguay,URY,,,,,,,,,,,,,,,,,,,,,140.6976744,102.5210084,106.6666667,100,106.122449,98.94736842,117.8571429,127.2727273,129.6703297,124.742268,115.8415842,113.7254902,110.6796117,109.0909091,108.9108911,116.1904762,112.2641509,111.4285714,119.3877551,110.7526882,100,104.0425486,102.603005,103.4751931,99.92297211,90.62057634,89.22088572,89.2536115,96.44226885,103.0578448,102.5013837,104.9166011,108.9456597,110.8299343,115.1462913,117.3336141,120.5816946,120.0817953,114.2972566,117.8051008,126.2675366,
207,United States,USA,,,,,,,,,,,,,,,,,,,,,96.7032967,94.50549451,95.40229885,92.04545455,91.86046512,91.76470588,102.2988506,103.125,103.960396,102.9411765,102.7027027,103.6697248,103.6036036,103.8461538,104.6728972,105.1282051,103.4482759,103.7037037,104.8543689,104.950495,100,102.7979275,104.357067,102.8895769,101.2707722,97.18181818,95.92720971,96.5890183,91.79716629,98.98819562,97.08201893,94.59459459,94.68085106,95.34050179,95.86956522,100,100.0834725,99.594485,99.84264359,100.3187251,100,
209,Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,96.61268776,94.61926344,107.2672038,111.7205283,119.9768728,144.6001704,148.198565,167.860628,146.5030092,179.2512849,209.322587,192.1818078,189.6297395,183.6460001,173.8409068,170.3393043,179.2253205,191.7014528,185.1927224,188.1366844,
211,"Venezuela, RB",VEN,,,,,,,,,,,,,,,,,,,,,154.1176471,157.9545455,145.0549451,154.5454545,144.3037975,143.0555556,76.31578947,89.15662651,67.39130435,77.41935484,89.58333333,73.19587629,69,64,63.36633663,63.39285714,73.39449541,70.87378641,50.98039216,68,100,81.62809649,86.08039963,100.9332347,138.2387553,195.5249856,247.7104696,293.685932,446.608907,272.8649771,364.438738,447.0234274,455.5615744,458.5744638,398.9596219,218.9207337,185.4552432,205.0076529,217.1346631,186.4830326,144.1885376,
212,Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,94.81180061,95.57105427,101.0243349,103.2365466,109.0783178,112.7562958,115.009276,121.4311138,121.0190172,126.8636857,126.2725419,126.0064915,125.9419655,128.6784508,131.4520467,136.5073605,136.9864737,134.8489824,138.093187,137.0791238,
106,Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,South Africa,ZAF,,,,,,,,,,,,,,,,,,,,,126.3157895,110.5263158,97.32142857,98.27586207,104.1237113,106.097561,108.6021505,111.8181818,111.1111111,105.6603774,104.3478261,105.3097345,102.5862069,103.6363636,107.2727273,106.0344828,107.4766355,106.6037736,104.040404,102.0408163,100,101.8065887,107.0777928,107.6822642,109.324875,110.9891928,117.8722436,121.5349404,124.4908884,132.3734993,141.2367683,146.2948344,145.2396744,137.5087277,135.833052,140.0047719,144.8522059,151.1375341,146.3721052,152.1459905,165.3513043,
216,Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,222.4719101,163.6363636,120.1834862,154.1666667,162.3529412,186.1538462,204,255.5555556,312.3076923,166.3551402,206.8627451,152.6717557,126.4900662,123.2394366,151.2820513,189.6551724,152.2522523,141.7391304,112.8712871,87.12871287,100,94.57787904,91.94984306,95.75799646,112.7552661,127.2800412,200.021865,198.3923736,179.1857676,160.6390004,199.451745,206.1610233,190.7544426,182.8820551,176.7256532,169.7559966,164.5912704,184.1985303,175.2130879,169.1659834,172.4001538,
